person_id,driver,worker,educ,hhincttl,numadlt,drvrcnt,r_age,r_sex,hhsize,homeown,pertrips
105049453.00,1,1,6,12,3.0000,3.0000,55.0000,1,3.0000,1,4
105118951.00,2,2,4,4,2.0000,1.0000,24.0000,2,3.0000,1,3
105118952.00,1,1,2,4,2.0000,1.0000,24.0000,1,3.0000,1,5
105118953.00,-1,-1,-1,4,2.0000,1.0000,1.0000,1,3.0000,1,3
105143001.00,1,2,4,17,2.0000,2.0000,37.0000,2,3.0000,1,2
105143002.00,1,1,8,17,2.0000,2.0000,35.0000,1,3.0000,1,7
105143003.00,-1,-1,-1,17,2.0000,2.0000,2.0000,2,3.0000,1,2
105498431.00,1,1,6,8,2.0000,2.0000,61.0000,2,2.0000,1,3
105498432.00,1,2,5,8,2.0000,2.0000,60.0000,2,2.0000,1,4
105506611.00,1,2,4,-8,2.0000,2.0000,72.0000,1,2.0000,1,8
105506612.00,1,2,2,-8,2.0000,2.0000,71.0000,2,2.0000,1,12
105540891.00,1,2,2,4,2.0000,2.0000,70.0000,1,2.0000,1,2
105540892.00,1,2,2,4,2.0000,2.0000,69.0000,2,2.0000,1,4
105615371.00,1,2,6,13,2.0000,2.0000,70.0000,2,2.0000,1,8
105615372.00,1,1,2,13,2.0000,2.0000,68.0000,1,2.0000,1,7
105640511.00,1,2,6,17,3.0000,3.0000,62.0000,1,3.0000,1,5
105640512.00,1,1,6,17,3.0000,3.0000,52.0000,2,3.0000,1,6
105640513.00,1,1,4,17,3.0000,3.0000,20.0000,2,3.0000,1,8
105742921.00,1,2,4,4,2.0000,2.0000,71.0000,1,2.0000,1,4
105742922.00,1,2,2,4,2.0000,2.0000,77.0000,2,2.0000,1,4
105784871.00,1,1,8,17,2.0000,2.0000,38.0000,1,2.0000,1,2
105786742.00,1,1,7,10,2.0000,2.0000,56.0000,2,2.0000,1,11
105857661.00,1,1,4,3,2.0000,2.0000,40.0000,1,3.0000,1,6
105866601.00,1,1,6,18,2.0000,2.0000,38.0000,2,4.0000,1,6
105866602.00,1,1,6,18,2.0000,2.0000,40.0000,1,4.0000,1,7
105866603.00,-1,-1,-1,18,2.0000,2.0000,13.0000,1,4.0000,1,7
105866604.00,-1,-1,-1,18,2.0000,2.0000,4.0000,1,4.0000,1,5
105878632.00,1,1,2,12,3.0000,3.0000,60.0000,2,5.0000,1,2
105878633.00,1,1,2,12,3.0000,3.0000,18.0000,2,5.0000,1,3
105878634.00,-1,-1,-1,12,3.0000,3.0000,14.0000,2,5.0000,1,6
105989441.00,2,2,1,2,2.0000,1.0000,45.0000,2,6.0000,2,2
105989442.00,1,1,1,2,2.0000,1.0000,47.0000,1,6.0000,2,2
105989443.00,-1,-1,-1,2,2.0000,1.0000,10.0000,2,6.0000,2,2
106066341.00,1,1,4,6,4.0000,4.0000,19.0000,2,4.0000,2,6
106066342.00,1,1,4,6,4.0000,4.0000,20.0000,2,4.0000,2,4
106066343.00,1,1,4,6,4.0000,4.0000,20.0000,2,4.0000,2,5
106066344.00,1,1,5,6,4.0000,4.0000,24.0000,1,4.0000,2,5
106176851.00,1,1,2,8,2.0000,2.0000,48.0000,1,2.0000,1,4
106199151.00,2,1,1,2,2.0000,1.0000,23.0000,2,3.0000,2,4
106259071.00,1,1,8,6,2.0000,2.0000,57.0000,1,2.0000,1,3
106259072.00,1,2,4,6,2.0000,2.0000,57.0000,2,2.0000,1,8
106427801.00,1,1,2,18,4.0000,5.0000,43.0000,2,7.0000,1,4
106427802.00,1,1,5,18,4.0000,5.0000,47.0000,1,7.0000,1,8
106427803.00,1,1,4,18,4.0000,5.0000,22.0000,1,7.0000,1,4
106427806.00,1,1,1,18,4.0000,5.0000,16.0000,1,7.0000,1,7
106427807.00,-1,-1,-1,18,4.0000,5.0000,13.0000,2,7.0000,1,5
106427808.00,-1,-1,-1,18,4.0000,5.0000,11.0000,1,7.0000,1,4
106438351.00,2,1,5,16,2.0000,2.0000,33.0000,1,5.0000,2,3
106438352.00,1,2,4,16,2.0000,2.0000,31.0000,2,5.0000,2,6
106438353.00,1,-9,-1,16,2.0000,2.0000,-8.0000,1,5.0000,2,1
106438354.00,-1,-1,-1,16,2.0000,2.0000,9.0000,2,5.0000,2,6
106438355.00,-1,-1,-1,16,2.0000,2.0000,4.0000,2,5.0000,2,3
106499121.00,1,1,2,10,2.0000,2.0000,42.0000,2,2.0000,1,2
106499122.00,1,1,3,10,2.0000,2.0000,35.0000,1,2.0000,1,3
106516431.00,1,2,4,7,1.0000,1.0000,75.0000,2,1.0000,1,6
106525471.00,1,1,2,6,2.0000,2.0000,36.0000,2,6.0000,2,2
106525473.00,-1,-1,-1,6,2.0000,2.0000,11.0000,1,6.0000,2,4
106525474.00,-1,-1,-1,6,2.0000,2.0000,9.0000,1,6.0000,2,4
106525475.00,-1,-1,-1,6,2.0000,2.0000,8.0000,2,6.0000,2,4
106525476.00,-1,-1,-1,6,2.0000,2.0000,6.0000,1,6.0000,2,6
106531331.00,2,2,1,1,1.0000,0.0000,33.0000,1,1.0000,2,4
106548131.00,1,2,4,10,2.0000,2.0000,73.0000,1,2.0000,1,1
106548132.00,1,2,8,10,2.0000,2.0000,64.0000,2,2.0000,1,4
106574211.00,1,1,8,18,2.0000,2.0000,72.0000,1,2.0000,1,4
106708401.00,1,2,2,5,1.0000,1.0000,77.0000,2,1.0000,1,2
106723671.00,1,1,8,17,1.0000,1.0000,37.0000,2,1.0000,1,2
106728991.00,1,1,4,3,1.0000,1.0000,48.0000,1,1.0000,1,4
106743251.00,1,1,2,11,2.0000,2.0000,21.0000,1,2.0000,1,4
106743252.00,1,1,2,11,2.0000,2.0000,21.0000,2,2.0000,1,4
106762441.00,1,2,2,-7,1.0000,1.0000,69.0000,2,1.0000,2,5
106772781.00,1,1,6,6,2.0000,2.0000,24.0000,2,2.0000,2,6
106772782.00,1,1,4,6,2.0000,2.0000,26.0000,1,2.0000,2,6
106795171.00,1,1,5,13,3.0000,3.0000,52.0000,1,3.0000,2,4
106795173.00,1,1,4,13,3.0000,3.0000,19.0000,2,3.0000,2,6
106797221.00,1,2,6,16,2.0000,2.0000,53.0000,2,2.0000,1,3
106952091.00,1,1,1,4,3.0000,2.0000,32.0000,1,3.0000,1,5
106966992.00,1,1,4,5,2.0000,2.0000,36.0000,2,3.0000,1,3
107065612.00,1,1,2,16,2.0000,3.0000,46.0000,1,3.0000,1,3
107065613.00,1,1,1,16,2.0000,3.0000,17.0000,1,3.0000,1,4
107125441.00,1,2,6,18,2.0000,2.0000,37.0000,2,6.0000,1,8
107125443.00,-1,-1,-1,18,2.0000,2.0000,12.0000,1,6.0000,1,8
107125444.00,-1,-1,-1,18,2.0000,2.0000,9.0000,2,6.0000,1,5
107125445.00,-1,-1,-1,18,2.0000,2.0000,7.0000,2,6.0000,1,5
107125446.00,-1,-1,-1,18,2.0000,2.0000,4.0000,2,6.0000,1,8
107140611.00,1,2,8,8,1.0000,1.0000,64.0000,2,1.0000,1,2
107259371.00,1,1,4,16,2.0000,2.0000,27.0000,2,2.0000,1,8
107259372.00,1,1,6,16,2.0000,2.0000,28.0000,1,2.0000,1,4
107352261.00,1,1,4,11,2.0000,2.0000,51.0000,1,2.0000,2,5
107469871.00,1,1,2,7,2.0000,2.0000,25.0000,2,4.0000,1,2
107469873.00,-1,-1,-1,7,2.0000,2.0000,4.0000,2,4.0000,1,2
107469874.00,-1,-1,-1,7,2.0000,2.0000,1.0000,2,4.0000,1,2
107728291.00,1,1,4,18,2.0000,2.0000,33.0000,2,6.0000,1,5
107728292.00,1,1,4,18,2.0000,2.0000,40.0000,1,6.0000,1,4
107728293.00,-1,-1,-1,18,2.0000,2.0000,10.0000,2,6.0000,1,2
107728294.00,-1,-1,-1,18,2.0000,2.0000,8.0000,2,6.0000,1,2
107728295.00,-1,-1,-1,18,2.0000,2.0000,6.0000,2,6.0000,1,4
107728296.00,-1,-1,-1,18,2.0000,2.0000,5.0000,1,6.0000,1,4
107843091.00,1,2,6,8,2.0000,1.0000,77.0000,1,2.0000,1,4
107843092.00,2,2,2,8,2.0000,1.0000,76.0000,2,2.0000,1,4
107927061.00,1,2,8,18,2.0000,2.0000,79.0000,1,2.0000,1,5
107927062.00,1,2,4,18,2.0000,2.0000,69.0000,2,2.0000,1,3
107990681.00,2,2,2,-8,1.0000,0.0000,38.0000,2,3.0000,2,4
107990682.00,-1,-1,-1,-8,1.0000,0.0000,4.0000,1,3.0000,2,2
107990683.00,-1,-1,-1,-8,1.0000,0.0000,1.0000,1,3.0000,2,2
108069841.00,1,2,1,-7,2.0000,2.0000,71.0000,1,2.0000,1,6
108069842.00,1,2,1,-7,2.0000,2.0000,64.0000,2,2.0000,1,2
108080631.00,1,2,6,18,2.0000,2.0000,65.0000,1,2.0000,1,5
108154271.00,1,2,4,11,2.0000,2.0000,58.0000,1,2.0000,1,5
108154272.00,1,2,4,11,2.0000,2.0000,52.0000,2,2.0000,1,3
108252931.00,1,2,4,6,1.0000,1.0000,80.0000,2,1.0000,1,4
108365521.00,1,2,2,7,2.0000,2.0000,69.0000,2,2.0000,1,7
108365522.00,1,2,2,7,2.0000,2.0000,63.0000,1,2.0000,1,7
108382752.00,1,1,4,14,2.0000,2.0000,35.0000,1,4.0000,1,5
108392901.00,1,1,5,17,2.0000,2.0000,42.0000,1,3.0000,1,4
108392902.00,1,1,4,17,2.0000,2.0000,44.0000,2,3.0000,1,4
108392903.00,-1,-1,-1,17,2.0000,2.0000,12.0000,1,3.0000,1,1
108528511.00,1,2,6,18,2.0000,3.0000,46.0000,2,4.0000,1,4
108528512.00,1,1,6,18,2.0000,3.0000,47.0000,1,4.0000,1,3
108528513.00,-1,-1,-1,18,2.0000,3.0000,14.0000,1,4.0000,1,5
108528514.00,1,2,1,18,2.0000,3.0000,16.0000,2,4.0000,1,4
108564571.00,1,1,4,13,2.0000,2.0000,64.0000,1,2.0000,1,2
108564572.00,1,1,4,13,2.0000,2.0000,-8.0000,2,2.0000,1,5
108676954.00,1,2,4,6,2.0000,3.0000,65.0000,1,3.0000,1,7
108768481.00,1,2,4,2,1.0000,1.0000,48.0000,2,1.0000,2,3
108778271.00,1,1,4,10,1.0000,1.0000,50.0000,2,1.0000,2,7
108919531.00,1,1,1,4,1.0000,1.0000,39.0000,2,3.0000,1,6
108919532.00,-1,-1,-1,4,1.0000,1.0000,11.0000,2,3.0000,1,4
108919533.00,-1,-1,-1,4,1.0000,1.0000,11.0000,1,3.0000,1,4
108926151.00,1,1,8,16,2.0000,3.0000,60.0000,1,3.0000,1,6
108926152.00,1,1,5,16,2.0000,3.0000,50.0000,2,3.0000,1,4
108929411.00,1,1,6,11,2.0000,2.0000,44.0000,2,2.0000,1,4
108929412.00,1,1,8,11,2.0000,2.0000,45.0000,1,2.0000,1,4
108943101.00,1,1,8,15,2.0000,2.0000,40.0000,1,2.0000,1,4
108943102.00,1,2,8,15,2.0000,2.0000,38.0000,2,2.0000,1,4
109317561.00,1,1,8,18,2.0000,2.0000,64.0000,1,2.0000,1,4
109317562.00,1,2,8,18,2.0000,2.0000,62.0000,2,2.0000,1,7
109338991.00,1,1,4,15,2.0000,2.0000,27.0000,1,4.0000,1,5
109338992.00,1,1,4,15,2.0000,2.0000,28.0000,2,4.0000,1,2
109528091.00,1,1,6,18,1.0000,1.0000,53.0000,1,1.0000,1,6
109580891.00,1,2,8,10,2.0000,2.0000,67.0000,1,2.0000,1,4
109580892.00,1,1,4,10,2.0000,2.0000,67.0000,2,2.0000,1,7
109616141.00,1,2,4,12,2.0000,2.0000,56.0000,2,2.0000,1,3
109616142.00,1,1,2,12,2.0000,2.0000,57.0000,1,2.0000,1,2
109676251.00,1,1,8,18,1.0000,2.0000,51.0000,2,2.0000,1,5
109676252.00,1,1,1,18,1.0000,2.0000,17.0000,2,2.0000,1,8
109680881.00,1,1,2,10,2.0000,2.0000,32.0000,1,3.0000,2,2
109719211.00,1,1,6,14,2.0000,2.0000,36.0000,2,4.0000,1,4
109719212.00,1,1,6,14,2.0000,2.0000,35.0000,1,4.0000,1,4
109719213.00,-1,-1,-1,14,2.0000,2.0000,7.0000,2,4.0000,1,4
109719214.00,-1,-1,-1,14,2.0000,2.0000,3.0000,1,4.0000,1,4
109725172.00,1,1,1,16,2.0000,2.0000,23.0000,2,4.0000,2,3
109768501.00,1,1,8,-7,2.0000,2.0000,60.0000,1,2.0000,1,6
109768502.00,1,1,6,-7,2.0000,2.0000,57.0000,2,2.0000,1,3
109783221.00,1,1,1,12,3.0000,4.0000,18.0000,1,6.0000,1,7
109783222.00,1,1,4,12,3.0000,4.0000,36.0000,2,6.0000,1,2
109783223.00,1,1,4,12,3.0000,4.0000,34.0000,1,6.0000,1,5
109787792.00,1,1,6,16,2.0000,2.0000,29.0000,1,2.0000,2,3
109846681.00,1,2,4,10,3.0000,3.0000,68.0000,2,4.0000,2,9
109846683.00,1,2,6,10,3.0000,3.0000,57.0000,1,4.0000,2,8
109846684.00,2,2,1,10,3.0000,3.0000,17.0000,2,4.0000,2,5
109859001.00,1,1,8,17,2.0000,2.0000,45.0000,1,4.0000,1,6
109859002.00,1,1,4,17,2.0000,2.0000,43.0000,2,4.0000,1,3
109859003.00,-1,-1,-1,17,2.0000,2.0000,12.0000,1,4.0000,1,2
109859004.00,-1,-1,-1,17,2.0000,2.0000,10.0000,2,4.0000,1,2
110071351.00,1,1,8,18,2.0000,2.0000,34.0000,2,3.0000,1,4
110071352.00,1,1,8,18,2.0000,2.0000,37.0000,1,3.0000,1,4
110071353.00,-1,-1,-1,18,2.0000,2.0000,0.0000,1,3.0000,1,2
110079931.00,1,1,5,12,2.0000,2.0000,30.0000,1,2.0000,1,5
110079932.00,1,1,6,12,2.0000,2.0000,29.0000,2,2.0000,1,12
110115431.00,1,2,8,10,1.0000,1.0000,54.0000,1,1.0000,1,11
110217571.00,1,2,6,-7,2.0000,2.0000,66.0000,1,2.0000,1,5
110217572.00,1,2,6,-7,2.0000,2.0000,62.0000,2,2.0000,1,5
110222771.00,1,1,8,16,2.0000,2.0000,33.0000,2,6.0000,1,4
110222772.00,1,1,6,16,2.0000,2.0000,33.0000,1,6.0000,1,4
110222773.00,-1,-1,-1,16,2.0000,2.0000,7.0000,1,6.0000,1,5
110222774.00,-1,-1,-1,16,2.0000,2.0000,3.0000,1,6.0000,1,5
110222775.00,-1,-1,-1,16,2.0000,2.0000,0.0000,1,6.0000,1,4
110222776.00,-1,-1,-1,16,2.0000,2.0000,0.0000,1,6.0000,1,3
110258851.00,1,2,4,3,1.0000,1.0000,56.0000,2,1.0000,1,16
110391271.00,1,1,4,10,2.0000,2.0000,55.0000,2,2.0000,1,8
110391272.00,1,2,2,10,2.0000,2.0000,60.0000,1,2.0000,1,10
117990651.00,1,1,4,17,1.0000,1.0000,46.0000,2,3.0000,1,6
117990653.00,-1,-1,-1,17,1.0000,1.0000,13.0000,2,3.0000,1,6
118064681.00,1,1,4,10,2.0000,2.0000,42.0000,2,2.0000,1,3
118064682.00,1,1,4,10,2.0000,2.0000,36.0000,1,2.0000,1,5
118225701.00,1,2,5,3,1.0000,1.0000,67.0000,1,1.0000,2,6
118269613.00,1,2,2,-7,4.0000,4.0000,-8.0000,1,5.0000,1,2
118269614.00,1,2,4,-7,4.0000,4.0000,-8.0000,2,5.0000,1,4
118547041.00,1,1,8,18,2.0000,2.0000,63.0000,1,2.0000,1,3
118562581.00,1,1,8,18,1.0000,1.0000,51.0000,1,3.0000,2,5
118592771.00,1,1,6,18,2.0000,2.0000,36.0000,1,2.0000,1,8
118592772.00,1,1,8,18,2.0000,2.0000,28.0000,1,2.0000,1,5
118672901.00,1,1,6,13,1.0000,2.0000,53.0000,2,2.0000,1,8
119169921.00,1,1,6,17,2.0000,2.0000,53.0000,1,2.0000,1,6
119169922.00,1,1,8,17,2.0000,2.0000,67.0000,1,2.0000,1,5
119204031.00,1,1,4,-7,1.0000,1.0000,33.0000,1,1.0000,2,3
119471741.00,1,2,2,3,1.0000,1.0000,70.0000,2,1.0000,1,6
119519201.00,1,1,4,13,3.0000,5.0000,58.0000,1,5.0000,1,4
119519202.00,1,1,2,13,3.0000,5.0000,57.0000,2,5.0000,1,2
119519203.00,1,1,2,13,3.0000,5.0000,18.0000,1,5.0000,1,2
119519204.00,1,1,1,13,3.0000,5.0000,17.0000,2,5.0000,1,4
119519205.00,1,1,1,13,3.0000,5.0000,16.0000,2,5.0000,1,2
119573881.00,1,1,6,13,2.0000,2.0000,26.0000,2,2.0000,2,2
119630711.00,1,2,8,12,2.0000,2.0000,70.0000,1,2.0000,1,4
119630712.00,1,2,8,12,2.0000,2.0000,72.0000,2,2.0000,1,1
119689001.00,1,2,2,12,2.0000,2.0000,27.0000,2,4.0000,1,7
119689002.00,1,1,6,12,2.0000,2.0000,31.0000,1,4.0000,1,6
119689003.00,-1,-1,-1,12,2.0000,2.0000,5.0000,1,4.0000,1,4
119689004.00,-1,-1,-1,12,2.0000,2.0000,3.0000,2,4.0000,1,7
119713841.00,1,1,4,5,1.0000,1.0000,65.0000,2,1.0000,1,2
119718611.00,1,1,2,14,2.0000,2.0000,32.0000,2,5.0000,2,4
119718612.00,1,1,2,14,2.0000,2.0000,45.0000,1,5.0000,2,3
119718613.00,-1,-1,-1,14,2.0000,2.0000,14.0000,2,5.0000,2,2
119718614.00,-1,-1,-1,14,2.0000,2.0000,12.0000,1,5.0000,2,2
119718615.00,-1,-1,-1,14,2.0000,2.0000,6.0000,1,5.0000,2,2
119978341.00,1,1,6,6,1.0000,1.0000,27.0000,2,3.0000,2,6
120458261.00,1,2,2,8,1.0000,1.0000,74.0000,2,1.0000,1,6
120550121.00,1,1,4,18,4.0000,4.0000,58.0000,1,5.0000,1,6
120550122.00,1,1,4,18,4.0000,4.0000,51.0000,2,5.0000,1,9
120550123.00,1,1,4,18,4.0000,4.0000,29.0000,1,5.0000,1,5
120550124.00,1,1,8,18,4.0000,4.0000,26.0000,2,5.0000,1,2
120550125.00,2,2,-1,18,4.0000,4.0000,15.0000,2,5.0000,1,2
120934611.00,1,1,8,10,2.0000,2.0000,38.0000,2,2.0000,1,5
120934612.00,1,1,8,10,2.0000,2.0000,45.0000,1,2.0000,1,3
120986621.00,1,2,4,4,1.0000,1.0000,88.0000,2,1.0000,1,6
120991551.00,1,2,2,9,1.0000,1.0000,61.0000,2,1.0000,1,2
121085701.00,2,2,4,5,1.0000,0.0000,71.0000,2,1.0000,2,2
121245341.00,1,1,6,14,2.0000,2.0000,30.0000,1,2.0000,1,5
121245342.00,1,1,8,14,2.0000,2.0000,31.0000,2,2.0000,1,5
121350441.00,1,2,8,18,2.0000,2.0000,62.0000,1,3.0000,1,12
121350442.00,1,1,7,18,2.0000,2.0000,40.0000,2,3.0000,1,6
121350443.00,-1,-1,-1,18,2.0000,2.0000,13.0000,2,3.0000,1,3
121388031.00,1,1,8,18,1.0000,1.0000,59.0000,1,1.0000,1,2
121445231.00,1,1,6,18,2.0000,2.0000,30.0000,1,2.0000,1,5
121445232.00,1,1,4,18,2.0000,2.0000,27.0000,1,2.0000,1,2
121578041.00,1,2,2,6,2.0000,2.0000,77.0000,2,2.0000,1,4
121578042.00,1,2,2,6,2.0000,2.0000,76.0000,1,2.0000,1,4
121578311.00,1,1,6,6,1.0000,1.0000,65.0000,2,1.0000,1,11
121719581.00,1,1,2,5,2.0000,1.0000,62.0000,2,2.0000,1,6
121719582.00,2,2,4,5,2.0000,1.0000,61.0000,2,2.0000,1,4
121903882.00,1,1,2,10,2.0000,2.0000,49.0000,1,3.0000,2,5
121923641.00,1,2,8,-7,2.0000,2.0000,76.0000,1,2.0000,1,5
121923642.00,1,2,2,-7,2.0000,2.0000,76.0000,2,2.0000,1,9
122182191.00,1,1,1,7,2.0000,2.0000,59.0000,2,2.0000,2,5
122182192.00,1,1,5,7,2.0000,2.0000,54.0000,1,2.0000,2,10
122252622.00,1,1,2,15,3.0000,3.0000,23.0000,2,4.0000,1,2
122256551.00,2,2,2,-7,2.0000,1.0000,62.0000,2,2.0000,1,1
122281241.00,1,2,5,14,2.0000,2.0000,29.0000,1,2.0000,2,6
122451941.00,1,2,3,4,2.0000,2.0000,79.0000,2,2.0000,1,6
122451942.00,1,2,3,4,2.0000,2.0000,82.0000,1,2.0000,1,6
122483641.00,1,1,5,16,2.0000,2.0000,48.0000,2,2.0000,1,12
122483642.00,1,1,4,16,2.0000,2.0000,49.0000,2,2.0000,1,2
122518691.00,1,2,4,5,1.0000,1.0000,79.0000,1,1.0000,1,1
122560061.00,1,1,2,6,3.0000,3.0000,37.0000,2,5.0000,1,2
122560062.00,1,2,2,6,3.0000,3.0000,75.0000,1,5.0000,1,2
122560063.00,1,2,1,6,3.0000,3.0000,63.0000,2,5.0000,1,2
122560064.00,-1,-1,-1,6,3.0000,3.0000,12.0000,2,5.0000,1,2
122560065.00,-1,-1,-1,6,3.0000,3.0000,7.0000,1,5.0000,1,2
122564351.00,1,2,1,18,2.0000,2.0000,58.0000,2,2.0000,1,6
122564352.00,1,1,8,18,2.0000,2.0000,57.0000,1,2.0000,1,7
122762191.00,1,1,5,15,2.0000,3.0000,43.0000,2,6.0000,1,7
122762192.00,1,1,2,15,2.0000,3.0000,39.0000,1,6.0000,1,2
122762193.00,1,1,1,15,2.0000,3.0000,17.0000,1,6.0000,1,4
122762194.00,-1,-1,-1,15,2.0000,3.0000,14.0000,1,6.0000,1,2
122762195.00,-1,-1,-1,15,2.0000,3.0000,13.0000,1,6.0000,1,2
122762196.00,-1,-1,-1,15,2.0000,3.0000,11.0000,1,6.0000,1,2
122877011.00,1,1,6,18,2.0000,2.0000,43.0000,2,2.0000,1,9
122888471.00,1,1,4,7,1.0000,1.0000,45.0000,2,1.0000,1,6
123139631.00,1,1,4,14,2.0000,2.0000,42.0000,1,4.0000,1,2
123139632.00,1,1,6,14,2.0000,2.0000,42.0000,2,4.0000,1,4
123139633.00,-1,-1,-1,14,2.0000,2.0000,13.0000,1,4.0000,1,4
123139634.00,-1,-1,-1,14,2.0000,2.0000,11.0000,1,4.0000,1,6
123176171.00,1,1,2,7,3.0000,2.0000,47.0000,1,3.0000,1,2
123176172.00,1,1,2,7,3.0000,2.0000,45.0000,2,3.0000,1,2
123176173.00,2,2,2,7,3.0000,2.0000,22.0000,2,3.0000,1,2
123264591.00,1,1,5,14,2.0000,2.0000,41.0000,1,2.0000,1,3
123264592.00,1,1,7,14,2.0000,2.0000,42.0000,2,2.0000,1,7
123334481.00,1,1,5,5,2.0000,2.0000,26.0000,2,3.0000,1,6
123334483.00,-1,-1,-1,5,2.0000,2.0000,1.0000,1,3.0000,1,2
123486111.00,1,1,4,12,2.0000,2.0000,38.0000,2,3.0000,1,7
123486112.00,1,1,4,12,2.0000,2.0000,40.0000,1,3.0000,1,6
123486113.00,2,2,-1,12,2.0000,2.0000,15.0000,2,3.0000,1,4
131211831.00,1,1,6,18,2.0000,2.0000,27.0000,2,2.0000,1,6
131211832.00,1,1,8,18,2.0000,2.0000,28.0000,1,2.0000,1,6
131277381.00,2,2,8,-8,1.0000,0.0000,88.0000,2,1.0000,2,2
131288922.00,1,1,1,5,2.0000,2.0000,81.0000,1,2.0000,1,2
131316325.00,-1,-1,-1,9,4.0000,4.0000,10.0000,1,6.0000,2,1
131316326.00,-1,-1,-1,9,4.0000,4.0000,2.0000,1,6.0000,2,1
131343981.00,1,1,8,12,1.0000,1.0000,31.0000,2,4.0000,2,9
131343982.00,-1,-1,-1,12,1.0000,1.0000,14.0000,1,4.0000,2,3
131343983.00,-1,-1,-1,12,1.0000,1.0000,11.0000,1,4.0000,2,5
131343984.00,-1,-1,-1,12,1.0000,1.0000,9.0000,2,4.0000,2,2
131401661.00,1,1,2,8,2.0000,2.0000,37.0000,1,2.0000,1,2
131401662.00,1,2,1,8,2.0000,2.0000,-7.0000,2,2.0000,1,2
131542111.00,2,2,2,2,2.0000,1.0000,30.0000,2,4.0000,2,4
131542113.00,-1,-1,-1,2,2.0000,1.0000,5.0000,2,4.0000,2,3
131542114.00,-1,-1,-1,2,2.0000,1.0000,9.0000,1,4.0000,2,2
131598232.00,2,2,8,16,2.0000,1.0000,78.0000,1,2.0000,1,7
