Position,Gender,Grade,Weekday,Usage
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Sophomore,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Sophomore,Monday,Gym
Student,Male,Sophomore,Monday,Gym
Student,Male,Senior,Monday,Gym
Student,Male,Graduate,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Senior,Monday,Gym
Student,Male,Sophomore,Monday,Gym
Student,Male,Junior,Monday,Gym
Student,Male,Senior,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Female,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Sophomore,Monday,Gym
Student,Male,Freshman,Monday,Gym
Student,Male,Sophomore,Monday,Gym
Student,Male,Junior,Monday,Gym
Student,Female,Freshman,Monday,Gym
Staff,Unspecified,NA,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Freshman,Tuesday,Pool
Student,Male,Junior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Female,Senior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Female,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Faculty,Unspecified,NA,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Graduate,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Male,Freshman,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Staff,Unspecified,NA,Tuesday,Gym
Staff,Unspecified,NA,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Staff,Unspecified,NA,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Male,Freshman,Tuesday,Arcade
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Freshman,Tuesday,Pool
Student,Male,Senior,Tuesday,Pool
Student,Male,Junior,Tuesday,Pool
Student,Male,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Sophomore,Tuesday,Gym
Student,Female,Junior,Tuesday,Pool
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Pool
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Arcade
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Female,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Unspecified,Unknown,NA,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Junior,Tuesday,Arcade
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Arcade
Student,Male,Sophomore,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Female,Senior,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Junior,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Senior,Tuesday,Gym
Student,Female,Junior,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Junior,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Arcade
Student,Female,Freshman,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Sophomore,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Senior,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Male,Senior,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Female,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Freshman,Tuesday,Gym
Student,Male,Junior,Tuesday,Gym
Student,Male,Sophomore,Tuesday,Gym
Staff,Unspecified,NA,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Female,Sophomore,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Female,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Arcade
Student,Female,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Graduate,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Faculty,Unspecified,NA,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Junior,Wednesday,Gym
Student,Female,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Graduate,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Staff,Unspecified,NA,Wednesday,Pool
Student,Male,Freshman,Wednesday,Gym
Staff,Unspecified,NA,Wednesday,Gym
Student,Female,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Graduate,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Senior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Female,Senior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Female,Senior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Female,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Junior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Graduate,Wednesday,Gym
Student,Male,Senior,Wednesday,Pool
Student,Male,Sophomore,Wednesday,Arcade
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Female,Freshman,Wednesday,Pool
Student,Male,Sophomore,Wednesday,Pool
Student,Male,Freshman,Wednesday,Pool
Student,Male,Freshman,Wednesday,Pool
Student,Male,Junior,Wednesday,Pool
Student,Male,Freshman,Wednesday,Pool
Student,Female,Freshman,Wednesday,Pool
Student,Female,Freshman,Wednesday,Pool
Student,Female,Junior,Wednesday,Pool
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Junior,Wednesday,Pool
Student,Male,Senior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Pool
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Graduate,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Arcade
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Female,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Female,Senior,Wednesday,Gym
Student,Female,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Female,Senior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Female,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Unspecified,Unknown,NA,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Arcade
Student,Female,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Female,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Female,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Sophomore,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Female,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Freshman,Wednesday,Gym
Student,Male,Senior,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Freshman,Wednesday,Arcade
Student,Male,Graduate,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Freshman,Wednesday,Gym
Student,Male,Junior,Wednesday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Pool
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Pool
Student,Male,Sophomore,Thursday,Pool
Student,Male,Graduate,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Female,Junior,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Sophomore,Thursday,Arcade
Student,Male,Senior,Thursday,Gym
Staff,Unspecified,NA,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Graduate,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Staff,Unspecified,NA,Thursday,Gym
Student,Male,Sophomore,Thursday,Arcade
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Arcade
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Pool
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Sophomore,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Female,Junior,Thursday,Pool
Student,Male,Sophomore,Thursday,Pool
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Junior,Thursday,Gym
Student,Female,Junior,Thursday,Gym
Student,Male,Graduate,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Sophomore,Thursday,Band
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Arcade
Student,Male,Senior,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Junior,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Junior,Thursday,Arcade
Student,Male,Sophomore,Thursday,Arcade
Student,Female,Freshman,Thursday,Arcade
Student,Female,Sophomore,Thursday,Gym
Student,Female,Freshman,Thursday,Arcade
Student,Female,Senior,Thursday,Gym
Student,Female,Sophomore,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Junior,Thursday,Gym
Student,Female,Junior,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Senior,Thursday,Gym
Student,Female,Senior,Thursday,Gym
Student,Female,Sophomore,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Sophomore,Thursday,Gym
Student,Female,Junior,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Sophomore,Thursday,Gym
Student,Female,Sophomore,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Senior,Thursday,Gym
Student,Female,Senior,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Arcade
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Female,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Freshman,Thursday,Gym
Student,Male,Sophomore,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Sophomore,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Female,Sophomore,Friday,Gym
Student,Female,Freshman,Friday,Gym
Student,Female,Freshman,Friday,Gym
Staff,Unspecified,NA,Friday,Gym
Student,Male,Senior,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Junior,Friday,Gym
Student,Female,Sophomore,Friday,Gym
Student,Male,Sophomore,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Freshman,Friday,Gym
Student,Male,Junior,Friday,Gym
